averageRating,vote_average,numVotes,vote_count,budget,revenue,runtime,genres,original_language,title,release_year
6.9,6.576,37565,375,10000000,3204663,89,"Crime, Drama, Mystery",en,The Limey,1999.0
6.5,7.476,18963,375,100000,10178331,111,Drama,en,Facing the Giants,2006.0
7.3,7.187,20948,374,200000,2175000,77,"Horror, Science Fiction",en,Village of the Damned,1960.0
5.3,5.671,23586,373,1500000,14796236,92,"Horror, Mystery, Thriller",en,Prom Night,1980.0
5.9,7.193,10236,373,12300000,34200000,88,"Animation, Comedy, Family, Adventure, Fantasy",es,Mummies,2023.0
5.9,6.131,21406,373,17000000,20455276,95,"Comedy, Romance",en,My Life in Ruins,2009.0
7.5,7.328,16323,373,350000,1500000,90,"Comedy, Drama, Romance",fr,Stolen Kisses,1968.0
7.7,7.347,39611,373,3900000,28350000,120,"Drama, History",en,A Man for All Seasons,1966.0
5.5,5.973,7915,373,40000000,65146020,91,"Animation, Family, Adventure, Comedy",en,The Nut Job 2: Nutty by Nature,2017.0
5.5,6.0,14557,372,200000,1395610,109,"Fantasy, Horror, Action, Science Fiction",en,Gabriel,2007.0
4.4,5.547,17143,372,25000000,51549674,83,"Comedy, Family, Action, Adventure",en,College Road Trip,2008.0
6.7,6.478,18697,372,8000000,2518012,91,"Drama, Romance",en,Restless,2011.0
6.1,5.843,32886,372,13000000,27007143,91,"Action, Adventure, Comedy, Thriller",en,The Big Hit,1998.0
6.1,6.257,24097,372,20000000,15340000,118,"Action, Drama, Science Fiction, Thriller",en,No Escape,1994.0
6.7,6.784,22913,372,4300000,12484444,119,"Action, Crime, Drama, Thriller",en,French Connection II,1975.0
7.6,7.402,35482,371,18000000,9495408,131,"Drama, Thriller, Mystery, Music, Romance",fr,The Red Violin,1998.0
6.1,6.617,7970,371,18000000,5595327,80,"Adventure, Animation, Comedy, Family",da,Help! I'm a Fish,2000.0
5.8,5.735,15788,371,6000000,31365000,95,"Horror, Mystery, Science Fiction",ja,Ring 2,1999.0
6.5,6.061,45260,371,20000000,11585483,93,"Comedy, Crime, Romance",en,So I Married an Axe Murderer,1993.0
6.2,6.241,19017,370,35000000,4858139,140,"Drama, History",en,Little Buddha,1993.0
5.4,5.493,25566,370,30000000,71186502,87,"Fantasy, Comedy, Science Fiction, Romance",en,Down to Earth,2001.0
5.6,5.957,18167,370,4500000,3813293,86,"Comedy, Horror, Science Fiction",en,Critters 2,1988.0
7.4,6.972,43821,370,31000000,106269971,137,"Drama, Music, Family",en,Mr. Holland's Opus,1995.0
7.0,6.759,6893,370,5000000,6463286,108,"Comedy, Drama, History",it,My Brother Is an Only Child,2007.0
7.2,6.972,24982,370,10000000,10389003,89,"Comedy, Drama, Romance",en,Stardust Memories,1980.0
4.6,4.824,22064,369,25000000,15843608,87,"Action, Fantasy",en,Highlander: Endgame,2000.0
6.3,6.427,22969,368,38000000,28121100,106,"Drama, Mystery",en,The Deep End of the Ocean,1999.0
7.1,6.766,33067,368,2500000,12512637,114,"Thriller, Mystery, Crime",en,Klute,1971.0
7.7,7.425,28001,368,2000000,2750000,97,"Western, Romance, Drama",en,My Darling Clementine,1946.0
6.7,6.425,24480,368,10000000,20603715,109,"Action, Thriller",en,F/X,1986.0
5.2,5.411,25524,367,2000000,13101672,85,"Horror, Mystery",en,Silent House,2011.0
6.2,7.499,4778,367,11900000,15300000,99,"Family, Adventure",en,The Wolf and the Lion,2021.0
6.2,6.693,4487,367,10778400,34156960,85,"Animation, Adventure, Comedy, Family",es,"Tad, the Lost Explorer, and the Secret of King Midas",2017.0
6.3,6.4,23305,367,5000000,19905359,99,"Action, Crime, Thriller",en,Nighthawks,1981.0
5.2,5.499,16354,367,12500000,15057465,100,"Action, Adventure, Comedy",en,King Solomon's Mines,1985.0
6.6,6.7,14119,367,1000000,1204739,112,"Horror, Mystery, Thriller",it,The Cat o' Nine Tails,1971.0
6.8,6.876,19560,367,26000000,18900000,126,"Animation, Fantasy, Science Fiction",ja,Steamboy,2004.0
6.8,6.687,42846,366,6500000,4217115,95,"Comedy, Music",en,Detroit Rock City,1999.0
5.8,6.777,12406,366,35000000,27965865,95,"Family, Adventure, Comedy, Fantasy",en,The Little Vampire,2000.0
6.4,6.173,23619,366,24000000,65595485,111,"Action, Comedy, Crime",en,The Hard Way,1991.0
5.4,5.96,18174,365,16000000,20627372,94,"Comedy, Drama, Romance",en,Boys and Girls,2000.0
5.6,6.545,78827,365,38500000,231200000,110,"Horror, Mystery, Thriller",en,The Nun II,2023.0
5.0,5.212,21674,365,24000000,31410151,89,"Romance, Comedy",en,I Don't Know How She Does It,2011.0
5.2,5.856,8726,365,10000000,30658387,97,"Mystery, Thriller, Drama, Horror",en,When the Bough Breaks,2016.0
4.7,4.6,53802,365,14000000,14343028,87,Comedy,en,Freddy Got Fingered,2001.0
4.6,6.005,12688,365,15000000,229811,99,"Crime, Mystery, Thriller, Action",en,Midnight in the Switchgrass,2021.0
3.5,5.854,4798,363,6000000,211674,98,"Science Fiction, Horror",en,Project Gemini,2022.0
7.4,7.207,26997,363,14000000,52223306,155,"Comedy, Drama, Romance",en,Funny Girl,1968.0
7.3,7.906,20665,362,20000000,742500000,110,"Animation, Fantasy, Adventure",zh,Ne Zha,2019.0
7.2,6.872,12850,362,1100000,20424259,92,Comedy,fr,La Cage aux Folles,1978.0
4.9,4.831,14154,362,5000000,5728,91,"Horror, Thriller",en,The Vault,2017.0
6.0,6.169,22783,362,13000000,428868,87,"Horror, Science Fiction, Thriller",en,Body Snatchers,1993.0
6.1,6.312,24882,362,23000000,7434726,98,"Action, Thriller",en,Harley Davidson and the Marlboro Man,1991.0
4.2,5.533,8637,361,5000000,2333684,119,"Fantasy, Music, Family",en,Jem and the Holograms,2015.0
3.5,4.402,25864,361,32000000,75108998,90,"Fantasy, Drama, Horror, Action, Thriller, Science Fiction",ko,Dragon Wars: D-War,2007.0
5.8,6.244,32354,360,20000000,33526835,85,Comedy,en,Friday After Next,2002.0
7.1,7.078,18140,359,7623000,21037000,171,"Drama, History, Romance",en,Quo Vadis,1951.0
7.2,6.971,28612,359,7000000,7736632,106,"Drama, Romance",fr,Certified Copy,2010.0
5.4,7.319,1455,359,19201483,17000172,95,"Comedy, Drama, Music",es,Tini: The New Life of Violetta,2016.0
6.6,6.5,20921,359,58000000,25928721,127,"Crime, Drama",en,The Cotton Club,1984.0
7.2,7.239,20985,358,125000,3208262,119,"Action, Thriller, Crime",cn,Infernal Affairs II,2003.0
6.9,7.1,18011,358,7000000,1000000,113,Drama,en,Zabriskie Point,1970.0
7.2,6.874,25873,358,4185000,9168516,118,"Drama, Mystery, Romance",nl,Loft,2008.0
5.8,6.229,18940,358,9000000,16116878,92,"Action, Crime, Drama",en,Death Wish 3,1985.0
7.0,7.254,32764,358,5000000,20146880,96,"Crime, Drama, Thriller",en,Juice,1992.0
6.6,6.566,12317,357,13000000,51723285,123,"Action, Adventure, Drama, Mystery",zh,Detective Dee and the Mystery of the Phantom Flame,2010.0
6.7,7.238,16076,357,73801827,604380922,173,"Science Fiction, Action, Drama",zh,The Wandering Earth II,2023.0
5.9,6.758,10767,357,20000000,34764055,120,Thriller,en,Acrimony,2018.0
5.8,5.737,22336,357,35000000,36779296,106,"Drama, Romance",en,Bounce,2000.0
7.3,7.451,23715,357,5000000,25200000,147,"Comedy, Romance",en,Irma la Douce,1963.0
7.2,7.171,22900,357,4638783,11000000,116,Western,en,Pat Garrett & Billy the Kid,1973.0
6.4,6.111,34666,356,3000000,3982459,92,"Comedy, Drama",en,Choke,2008.0
4.3,4.774,21564,356,80000000,11665465,101,"Thriller, Science Fiction, Adventure, Action",en,A Sound of Thunder,2005.0
6.3,6.17,3921,356,12560000,42700000,105,Comedy,fr,Would I Lie to You? 2,2001.0
5.8,6.138,14694,356,17500000,14717854,95,"Adventure, Horror, Thriller",en,Orca,1977.0
6.7,6.4,30007,356,14500000,65700000,116,"Action, Comedy, Romance",en,Stakeout,1987.0
6.8,6.848,19449,356,24000000,18707466,134,"Action, Crime, Thriller",en,Year of the Dragon,1985.0
6.1,5.941,28610,356,23000000,38689940,97,"Comedy, Romance",en,Someone Like You...,2001.0
7.3,6.733,36334,356,20000000,67330500,133,"Comedy, Romance",en,Broadcast News,1987.0
6.6,6.511,6477,356,38000000,123205624,116,"Adventure, Drama",zh,Wolf Totem,2015.0
6.2,6.32,26953,355,8000000,14056528,118,"Fantasy, Adventure, Action",en,The Beastmaster,1982.0
2.1,3.152,39673,355,12000000,13818181,90,"Horror, Action, Thriller",en,House of the Dead,2003.0
4.8,5.649,19195,355,21000000,17762705,104,"Horror, Thriller, Science Fiction",en,The Rage: Carrie 2,1999.0
7.0,6.9,25107,355,5000000,9747988,96,"Horror, Science Fiction, Thriller",en,The Hidden,1987.0
5.2,6.8,19588,355,45000000,52000000,112,"Comedy, Drama, Romance",en,Magic Mike's Last Dance,2023.0
6.2,6.497,10820,355,60720000,553810228,93,"Comedy, Fantasy, Romance",zh,The Mermaid,2016.0
6.0,5.849,31522,354,33000000,8408835,124,"Comedy, Drama",en,Pushing Tin,1999.0
6.9,6.606,32258,354,11000000,71600000,93,Comedy,en,Ruthless People,1986.0
7.4,6.905,37946,354,5000000,7951247,112,Drama,en,The Sweet Hereafter,1997.0
6.3,6.169,20263,353,30000000,1451343,98,Drama,en,The Other Woman,2010.0
5.5,5.689,22389,353,19000000,44332015,105,"Romance, Comedy",en,Picture Perfect,1997.0
5.6,5.625,22800,352,45000000,28735315,101,"Action, Thriller",en,Drop Zone,1994.0
6.9,6.634,28774,351,31000000,34327391,100,"Action, Comedy, Music, Family, Adventure, Romance",en,Muppet Treasure Island,1996.0
6.0,5.996,21712,351,15000000,10611160,122,"Mystery, Horror",en,The Dark Half,1993.0
5.4,5.647,20916,351,10600000,33988736,102,Horror,en,Darkness,2002.0
6.9,6.637,17577,351,6700000,1430655,87,"Drama, Comedy",en,Infinitely Polar Bear,2014.0
6.1,7.2,8809,350,6000000,61294644,99,"Family, Animation, Adventure, Fantasy",en,My Little Pony: The Movie,2017.0
4.9,6.339,6514,350,70000000,18662027,88,"Animation, Family, Fantasy",en,Legends of Oz: Dorothy's Return,2014.0
6.9,6.576,29218,350,10000000,96542059,108,"Drama, Comedy",en,Calendar Girls,2003.0
6.9,6.6,25327,350,15000000,98800000,101,"Fantasy, Comedy, Romance",en,Heaven Can Wait,1978.0
6.3,5.92,44251,350,55000000,8382938,109,"Comedy, Crime, Drama, Thriller",en,Death to Smoochy,2002.0
5.3,5.258,11233,349,8000000,16458,90,"Thriller, Mystery",en,Blackway,2015.0
7.9,7.597,30842,349,1453000,5638000,111,"Crime, Drama",en,Mildred Pierce,1945.0
7.7,7.229,28659,349,1250000,6000000,118,Drama,en,How Green Was My Valley,1941.0
6.8,6.66,19743,349,1800000,1929915,103,"Drama, Adventure",es,Monos,2019.0
7.5,7.132,45315,349,8000000,41400000,101,"Drama, Family",en,Whale Rider,2003.0
6.4,6.606,24749,349,45000000,4607608,139,"Drama, Romance",en,Love in the Time of Cholera,2007.0
5.8,5.734,20923,349,12000000,265452,94,"Comedy, Crime",en,Life of Crime,2013.0
7.3,6.966,23727,349,4500000,10400000,116,"Adventure, Drama",en,Moby Dick,1956.0
6.8,6.909,18150,348,7000000,14618727,116,"Romance, Drama",en,Beyond the Lights,2014.0
4.1,4.418,16831,348,30000000,75000000,84,"Comedy, Family",en,Mr. Magoo,1997.0
6.2,6.227,7705,348,6700000,9074836,96,"Crime, Thriller",es,To Steal from a Thief,2016.0
7.4,6.989,71462,348,9100000,76000000,186,"Action, Romance, Thriller",hi,Ghajini,2008.0
7.0,6.708,33266,348,12000000,19000000,125,"Drama, Mystery, Science Fiction",en,The Boys from Brazil,1978.0
6.7,6.476,31367,347,25000000,71500000,101,"Romance, Comedy",en,Grumpier Old Men,1995.0
7.6,7.3,31024,347,2200000,9991258,160,"Drama, Music, Comedy",en,Nashville,1975.0
7.4,6.984,32005,347,8000000,18124262,129,"Drama, Comedy",en,Another Year,2010.0
7.4,7.223,37340,347,3000000,12450821,101,"Drama, Thriller, Crime",es,Maria Full of Grace,2004.0
5.4,5.441,22296,346,45000000,20350000,92,"Action, Crime",en,The Glimmer Man,1996.0
3.8,4.828,1446,346,18900000,25498160,98,Comedy,fr,The Brand New Adventures of Aladin,2018.0
7.6,7.868,13339,345,25500000,16653488,137,"Drama, Action, History, War",ko,My Way,2011.0
6.2,6.162,28501,345,2000000,239828,84,"Horror, Thriller",en,The Wolf of Snow Hollow,2020.0
5.3,5.749,2484,345,5000000,12058187,116,Comedy,fr,French Women,2014.0
7.4,7.097,29241,344,4550000,21300000,133,"Drama, Romance, Adventure, Music",en,The King and I,1956.0
6.5,6.682,18615,344,45000000,4956701,120,"Comedy, Drama, History",en,Jakob the Liar,1999.0
7.4,7.0,31198,344,6000000,201,132,"Drama, Action, History, War",en,Cross of Iron,1977.0
5.1,5.658,9588,344,5000000,661769,100,"Crime, Horror, Thriller",en,Mara,2018.0
6.8,6.376,32826,344,30000000,49114016,134,"Crime, Drama, Mystery",en,Bugsy,1991.0
5.9,6.4,1628,344,8000000,5000000,102,Comedy,it,Don't Stop Me Now,2019.0
6.5,6.259,24463,343,15000000,27734391,115,"Crime, Drama",en,Internal Affairs,1990.0
7.6,7.551,61970,343,153000,15306000,185,"Romance, Drama",hi,Kuch Kuch Hota Hai,1998.0
6.2,6.281,20594,343,7000000,9094451,103,"Horror, Fantasy, Action",en,Warlock,1989.0
6.1,6.058,14308,343,3500000,615816,108,"Drama, Comedy",en,The Bronze,2016.0
5.0,5.692,17288,343,18000000,77211836,107,"Music, Comedy, Drama, Romance",en,Fame,2009.0
7.8,7.462,29973,341,1644736,7433101,130,"Comedy, Romance",en,You Can't Take It with You,1938.0
7.2,7.037,23434,341,700000,1015744,105,Drama,en,Columbus,2017.0
6.1,6.2,17670,341,786801,1845819,87,Horror,it,The House by the Cemetery,1981.0
5.8,6.2,15928,341,22000000,413454,97,"Drama, Action, Thriller, Crime",en,The Death and Life of Bobby Z,2007.0
6.4,6.758,13732,341,10000000,8332431,104,"Comedy, Action",cn,Twin Dragons,1992.0
3.6,4.524,31957,340,12000000,9620399,105,"Thriller, Horror, Mystery",en,I Know Who Killed Me,2007.0
6.7,6.3,34645,340,38000000,24690441,111,"Drama, Romance",en,The Shipping News,2001.0
5.8,6.6,22672,339,8000000,22593409,91,"Romance, Comedy, Drama",en,Drive Me Crazy,1999.0
6.2,6.0,20809,339,4000000,6000000,127,"Drama, Thriller",en,Topaz,1969.0
7.5,7.058,30815,339,8000000,3432342,99,"Comedy, Drama",fr,The Barbarian Invasions,2003.0
6.6,6.379,24114,339,10000000,100489151,137,"Action, Drama, Thriller",en,Airport,1970.0
6.2,6.832,4865,339,3144622,2963886,109,"Comedy, Romance",es,Holy Camp!,2017.0
6.2,5.956,30451,339,15000000,69800000,110,Comedy,en,Private Benjamin,1980.0
6.8,6.624,25515,339,9000000,18196170,89,"Comedy, Mystery",en,Dead Men Don't Wear Plaid,1982.0
6.8,6.472,22095,338,11000000,59520298,98,"Drama, Comedy, Romance",en,Quartet,2012.0
7.3,7.1,45131,338,8000000,23563727,116,"Crime, Drama, Music",en,Hustle & Flow,2005.0
6.6,6.111,32797,338,10000000,17689177,100,"Family, Comedy, Drama",en,Heavyweights,1995.0
6.4,6.382,24983,338,25000000,10115013,100,Drama,en,Brokedown Palace,1999.0
7.8,7.51,24545,338,1365000,2279000,110,"Comedy, Romance",en,Ninotchka,1939.0
6.7,6.496,31315,338,8000000,529766,116,"Drama, Crime",en,Things to Do in Denver When You're Dead,1995.0
6.8,6.8,8849,338,23000000,6604537,139,"Drama, Action, History",cn,Bodyguards and Assassins,2009.0
7.0,6.677,15541,337,14500000,22963701,128,"Drama, History, War",fr,Days of Glory,2006.0
5.7,5.822,20675,337,20000000,15400000,99,Comedy,en,She-Devil,1989.0
6.1,5.963,24378,336,2000000,725131,103,"Comedy, Horror",en,Vampire's Kiss,1988.0
6.8,6.342,27100,336,27000000,16140822,102,"Thriller, Crime, Drama, Mystery",en,Devil in a Blue Dress,1995.0
6.3,6.315,24478,336,30000000,140081992,109,"Drama, Thriller, Mystery, Romance",en,Sommersby,1993.0
7.7,7.339,26557,335,2300000,7000000,122,"Drama, Romance, Crime",en,A Place in the Sun,1951.0
5.4,5.943,16744,335,15000000,5600000,87,"Horror, Comedy",en,Bordello of Blood,1996.0
6.3,6.13,13381,335,745971,3335913,110,"Drama, Romance",en,On Chesil Beach,2018.0
5.9,5.842,37681,335,25000000,41604473,86,"Action, Comedy",en,Undercover Brother,2002.0
5.7,5.53,22167,335,44000000,22754725,118,Thriller,en,The Juror,1996.0
7.0,6.748,21665,335,1250000,8500000,92,Thriller,en,Niagara,1953.0
5.7,5.178,32587,335,8500000,5001655,104,"Comedy, Horror",en,Club Dread,2004.0
4.3,4.072,21829,334,76000000,35134820,88,"Family, Adventure, Animation, Comedy, Fantasy",en,The Adventures of Rocky & Bullwinkle,2000.0
6.2,6.201,20773,334,3500000,16324573,93,"Thriller, Comedy, Fantasy, Horror",en,Tales from the Darkside: The Movie,1990.0
4.9,4.931,20680,334,90000000,14828081,91,"Science Fiction, Horror, Thriller",en,Supernova,2000.0
6.7,6.463,17834,334,600000,7205073,78,"Comedy, Drama",en,Grandma,2015.0
5.5,5.557,18095,334,8400000,14481606,93,"Horror, Thriller, Mystery",en,Psycho III,1986.0
7.5,7.1,23448,333,410000,726000,106,"Mystery, Thriller, Crime",en,Kiss Me Deadly,1955.0
6.2,5.926,9210,333,17000000,42487325,111,"Comedy, Drama",en,Almost Christmas,2016.0
6.4,6.357,21655,333,15000000,26712476,110,"Comedy, Drama, Romance",en,Baby Boom,1987.0
5.0,5.5,22908,333,6000000,4591629,89,"Comedy, Romance",en,Miss March,2009.0
7.3,7.012,25678,333,2500000,3200000,92,"Crime, Thriller",en,Point Blank,1967.0
6.9,6.456,24037,333,8000000,25500000,94,"Romance, Comedy, Family",en,The Muppets Take Manhattan,1984.0
6.7,6.551,21667,333,3000000,12800000,110,"Crime, Drama",en,The Sugarland Express,1974.0
5.5,5.62,26998,333,10000000,3916303,100,"Comedy, Science Fiction",en,Earth Girls Are Easy,1988.0
7.1,7.53,3853,333,7780000,11196824,117,"Comedy, Drama",fr,Rise,2022.0
5.5,5.52,16279,333,2500000,156190,85,"Horror, Comedy, Thriller",en,Hatchet II,2010.0
7.6,7.462,29792,333,343000,3000000,90,"Drama, Romance",en,Marty,1955.0
6.8,6.7,23129,332,500000,1000000,93,"Thriller, Horror, Mystery",en,Sisters,1972.0
7.3,7.4,20186,332,160000,100655,83,"Comedy, Drama, Romance",fr,A Woman Is a Woman,1961.0
3.4,3.703,23708,332,40000000,18902015,101,"Horror, Thriller, Crime",en,FearDotCom,2002.0
5.4,5.5,25130,332,64000000,74608570,133,"Drama, Romance",en,Random Hearts,1999.0
5.0,5.1,12586,332,21000000,400900,93,"Action, Comedy, Fantasy, Science Fiction, Adventure",en,Iron Sky: The Coming Race,2019.0
5.3,6.761,8006,332,16000000,20545116,107,"Action, Crime",en,SuperFly,2018.0
6.8,7.188,7092,332,18000000,10495305,110,"Fantasy, Romance",ru,I Am Dragon,2015.0
6.1,6.154,19655,332,45000000,9323833,160,"Drama, War",en,Miracle at St. Anna,2008.0
2.6,4.017,28307,332,12000000,36450736,97,"Science Fiction, Comedy, Family",en,Baby Geniuses,1999.0
6.2,6.0,23869,332,19000000,11081586,96,"Comedy, Crime, Romance, Drama",en,Mad Dog and Glory,1993.0
7.2,6.687,16679,331,4000000,41424067,120,"Drama, History",fr,Of Gods and Men,2010.0
5.2,5.832,12154,331,65000000,254212245,107,"Comedy, Mystery, Family, Action, Adventure",zh,Kung Fu Yoga,2017.0
6.0,5.974,26059,331,40000000,45500797,106,"Adventure, Drama",en,Medicine Man,1992.0
6.7,6.429,44808,331,10000000,10571408,98,Comedy,en,Drop Dead Gorgeous,1999.0
7.8,7.557,24455,331,3000000,4000000,115,Comedy,en,"One, Two, Three",1961.0
6.5,6.682,25995,330,7200000,68392977,111,"Drama, Music, Romance",en,Purple Rain,1984.0
6.4,6.942,10199,330,36000000,52424533,107,"Family, Drama",en,Dolphin Tale 2,2014.0
5.5,6.683,14442,330,3500000,65600000,90,Documentary,en,The Secret,2006.0
7.5,7.214,33066,330,9000000,10176701,137,"War, Drama, History",en,Henry V,1989.0
6.5,6.159,34185,330,19250000,8112712,102,"Mystery, Action, Drama, Thriller, Crime",en,Spartan,2004.0
7.2,6.939,25142,329,4000000,8200000,124,"Western, Drama, Romance",en,The Misfits,1961.0
7.7,7.296,29800,329,4000000,66000000,94,"Comedy, Romance",en,"What's Up, Doc?",1972.0
3.7,4.352,21708,328,70000000,19924033,91,"Action, Adventure, Thriller",en,Ballistic: Ecks vs. Sever,2002.0
6.9,6.802,21733,328,77532,516930,125,Horror,ko,Three… Extremes,2004.0
7.1,6.848,34524,328,500000,603943,90,"Crime, Drama",en,Mean Creek,2004.0
6.0,6.0,19969,328,9750000,558000,99,"Drama, Thriller",en,The Lazarus Project,2008.0
6.4,6.4,28102,328,11000000,16071990,116,"Fantasy, Comedy, Romance",en,A Midsummer Night's Dream,1999.0
7.0,6.9,19605,328,44005000,91708374,116,"Action, Drama",zh,Shadow,2018.0
6.0,6.492,8227,327,3000000,15249308,76,"Animation, Comedy, Family",en,Hey Arnold! The Movie,2002.0
6.7,6.549,21906,327,6500000,100000,126,"Adventure, Drama",en,Flesh + Blood,1985.0
6.9,6.717,23544,327,23000000,19652638,111,Drama,en,Tucker: The Man and His Dream,1988.0
6.7,6.835,14408,327,9000000,21571189,121,Drama,en,Black or White,2014.0
6.4,6.216,18481,327,10000000,1412181,94,"History, Drama",en,Parkland,2013.0
6.0,5.899,33450,327,6788000,13878334,103,"Comedy, Fantasy, Family",en,Drop Dead Fred,1991.0
4.6,5.879,3180,327,1500000,6945256,90,"Mystery, Horror, Thriller",ru,The Bride,2017.0
7.3,6.954,33284,327,6000000,7875862,104,"Drama, Comedy",en,City Island,2009.0
6.9,6.54,4557,327,13000000,29610210,94,"Adventure, Family",fr,The Fox and the Child,2007.0
4.4,4.538,31336,327,8500000,13400000,95,Comedy,en,Bio-Dome,1996.0
7.7,7.288,26109,326,1271000,3788000,81,"Thriller, Drama, Mystery, Western",en,Bad Day at Black Rock,1955.0
7.1,7.146,16594,326,103000,6616296,104,Drama,ko,Pietà,2012.0
7.1,6.706,41839,326,1100000,2200000,130,Drama,en,Red Rocket,2021.0
7.9,7.581,14925,326,15000000,109000000,90,Documentary,en,Earth,2007.0
5.4,5.328,19699,326,35000000,22035509,111,"Comedy, Romance, Drama",en,Little Black Book,2004.0
6.4,6.29,20813,326,15000000,10763469,124,"Comedy, Drama",en,New York Stories,1989.0
6.6,6.512,16959,326,20000000,9438370,109,"Drama, War",en,Thank You for Your Service,2017.0
6.7,6.126,25360,326,25000000,1037335,113,"Crime, Drama",en,Crossing Over,2009.0
6.1,5.998,21498,325,2500000,13539458,86,"Horror, Fantasy",en,The Gate,1987.0
5.3,5.482,10811,325,4000000,24416,87,"Science Fiction, Action",en,Revolt,2017.0
6.3,7.0,5514,325,4300000,2046233,110,"Horror, Comedy",fr,Final Cut,2022.0
6.4,6.58,17785,325,15000000,6100000,114,Drama,en,Armageddon Time,2022.0
6.8,6.898,20677,325,29000000,33662874,131,"Action, Drama",zh,Shaolin,2011.0
5.9,5.669,28982,325,9000000,16247964,98,"Comedy, Crime",en,Men at Work,1990.0
6.2,6.358,7897,324,34000000,64197205,86,"Family, Fantasy, Animation, Adventure",en,The House of Magic,2013.0
4.9,5.259,1456,324,37580800,16294916,100,"Adventure, Comedy, Animation",fr,Animal Kingdom: Let's Go Ape,2015.0
8.2,7.147,112291,324,1400000,4100000,160,"Action, Thriller, Crime",hi,Gangs of Wasseypur - Part 1,2012.0
6.6,6.662,6299,324,12840746,82264,108,"Drama, Romance, Comedy",fr,Godard Mon Amour,2017.0
5.8,5.489,25990,324,12000000,972512,108,"Crime, Drama",en,Rampart,2011.0
6.3,6.199,26547,324,3000000,14418922,95,"Comedy, Horror, Science Fiction",en,Night of the Comet,1984.0
4.9,5.642,12804,324,6000000,170255,85,"Horror, Mystery",en,Amusement,2008.0
6.6,7.04,26586,323,50000000,41000000,144,"Music, History, Drama",en,Whitney Houston: I Wanna Dance with Somebody,2022.0
7.1,6.943,18309,323,24000000,33208099,149,"Comedy, Romance, Music",en,"Hello, Dolly!",1969.0
5.9,5.929,11187,323,3500000,292092,94,"Comedy, Drama, Music, Romance",en,The Last Five Years,2014.0
6.1,5.893,14880,323,25000000,3242235,113,"Drama, History",en,The Front Runner,2018.0
7.7,7.509,29718,323,475000,5250000,110,"Comedy, Drama",en,My Dinner with Andre,1981.0
6.1,6.676,9396,323,46000000,62870546,75,"Animation, Family",en,Piglet's Big Movie,2003.0
5.1,5.673,19013,323,35000000,11560806,102,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",en,The Order,2003.0
7.5,7.005,30704,323,1707561,7566000,113,"Comedy, Drama, Romance, Family",en,Meet Me in St. Louis,1944.0
7.9,7.5,31349,322,3500000,13007551,134,"Crime, Drama",en,In Cold Blood,1967.0
7.7,7.612,20899,322,1202000,2948500,103,"Drama, Crime",en,Scarlet Street,1945.0
5.5,6.79,10454,322,16000000,11486880,105,"Comedy, Romance",en,The Beautician and the Beast,1997.0
6.4,6.849,15343,322,5000000,5300000,107,"Science Fiction, Thriller, Mystery, Crime",en,Don't Let Go,2019.0
6.0,6.114,21673,321,18000000,29844101,100,"Romance, Comedy, Thriller",en,Jumpin' Jack Flash,1986.0
5.2,5.7,20121,321,60000000,16228448,105,"Action, Thriller",en,Fire Down Below,1997.0
4.7,4.96,24922,321,20600000,858281,103,"Crime, Drama",en,Capone,2020.0
4.6,5.179,17628,321,25000000,19233280,98,"Crime, Action, Thriller",en,Half Past Dead,2002.0
7.3,6.952,34015,321,10000000,6451628,105,Drama,en,Gods and Monsters,1998.0
4.7,6.139,14656,321,24000000,23510601,110,"Action, Drama",en,Biker Boyz,2003.0
5.3,5.7,15549,321,30000000,5874530,91,"Action, Adventure, Horror, Science Fiction, Thriller",en,Blood: The Last Vampire,2009.0
7.6,7.153,28395,321,11000000,13300000,125,Drama,en,Vera Drake,2004.0
6.8,6.68,23914,320,15000000,15260154,89,"Comedy, Crime",en,Quick Change,1990.0
5.8,5.9,21795,320,1065000,2491460,79,"Thriller, Horror",en,"Silent Night, Deadly Night",1984.0
6.9,6.744,18935,320,10000000,1461989,101,"Animation, Action, Science Fiction",ja,Appleseed,2004.0
6.4,6.238,24811,320,18000000,55000000,102,Thriller,en,Pacific Heights,1990.0
6.7,6.777,18948,320,14000000,2735731,85,"Comedy, Mystery, Crime",en,Shadows and Fog,1991.0
6.3,6.284,18712,319,5500000,24000000,118,"Horror, Science Fiction, Thriller",en,The Fury,1978.0
6.4,6.022,23069,319,18000000,2520000,108,"Drama, Thriller, Crime, Romance",en,Lonely Hearts,2006.0
4.5,4.823,12647,319,6000000,17544173,94,"Action, Science Fiction, Adventure",en,The Humanity Bureau,2017.0
6.5,6.76,15409,319,7000000,3728888,90,"Comedy, Drama",en,The Big Kahuna,1999.0
5.9,5.815,24922,319,39000000,37956793,90,Comedy,en,Sgt. Bilko,1996.0
6.3,6.249,19570,319,48000000,22420000,122,"Crime, Drama, Thriller",en,Red Corner,1997.0
6.3,6.275,20534,318,12000000,45000000,110,"Action, Comedy",en,Convoy,1978.0
6.8,6.593,10006,318,4250000,81089,111,"Thriller, Drama, Crime",en,The Nile Hilton Incident,2017.0
6.6,6.291,26926,318,38000000,10300000,129,"Drama, Adventure",en,White Squall,1996.0
5.2,5.437,12634,318,19000000,5059608,85,Comedy,en,Action Point,2018.0
